instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Day_type,year,season_label,weather_label
199,2011-01-09,1,0,1,13.0,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Hari Libur,2011,Spring,Baik
200,2011-01-09,1,0,1,14.0,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Hari Libur,2011,Spring,Baik
201,2011-01-09,1,0,1,15.0,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,Hari Libur,2011,Spring,Baik
202,2011-01-09,1,0,1,16.0,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Hari Libur,2011,Spring,Baik
203,2011-01-09,1,0,1,17.0,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Hari Libur,2011,Spring,Baik
204,2011-01-09,1,0,1,18.0,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Hari Libur,2011,Spring,Baik
205,2011-01-09,1,0,1,19.0,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Hari Libur,2011,Spring,Baik
206,2011-01-09,1,0,1,20.0,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Hari Libur,2011,Spring,Baik
207,2011-01-09,1,0,1,21.0,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Hari Libur,2011,Spring,Baik
208,2011-01-09,1,0,1,22.0,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Hari Libur,2011,Spring,Baik
209,2011-01-09,1,0,1,23.0,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Hari Libur,2011,Spring,Baik
210,2011-01-10,1,0,1,0.0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Hari Kerja,2011,Spring,Baik
211,2011-01-10,1,0,1,1.0,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Hari Kerja,2011,Spring,Baik
212,2011-01-10,1,0,1,2.0,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Hari Kerja,2011,Spring,Baik
213,2011-01-10,1,0,1,3.0,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Hari Kerja,2011,Spring,Baik
214,2011-01-10,1,0,1,4.0,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Hari Kerja,2011,Spring,Baik
215,2011-01-10,1,0,1,5.0,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Hari Kerja,2011,Spring,Baik
216,2011-01-10,1,0,1,6.0,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Hari Kerja,2011,Spring,Baik
217,2011-01-10,1,0,1,7.0,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Hari Kerja,2011,Spring,Baik
218,2011-01-10,1,0,1,8.0,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Hari Kerja,2011,Spring,Sedang
219,2011-01-10,1,0,1,9.0,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Hari Kerja,2011,Spring,Sedang
220,2011-01-10,1,0,1,10.0,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Hari Kerja,2011,Spring,Sedang
221,2011-01-10,1,0,1,11.0,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Hari Kerja,2011,Spring,Sedang
222,2011-01-10,1,0,1,12.0,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Hari Kerja,2011,Spring,Sedang
223,2011-01-10,1,0,1,13.0,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Hari Kerja,2011,Spring,Sedang
224,2011-01-10,1,0,1,14.0,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,Hari Kerja,2011,Spring,Sedang
225,2011-01-10,1,0,1,15.0,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,Hari Kerja,2011,Spring,Sedang
226,2011-01-10,1,0,1,16.0,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Hari Kerja,2011,Spring,Baik
227,2011-01-10,1,0,1,17.0,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Hari Kerja,2011,Spring,Baik
228,2011-01-10,1,0,1,18.0,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,Hari Kerja,2011,Spring,Baik
229,2011-01-10,1,0,1,19.0,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Hari Kerja,2011,Spring,Baik
230,2011-01-10,1,0,1,20.0,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Hari Kerja,2011,Spring,Baik
231,2011-01-10,1,0,1,21.0,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Hari Kerja,2011,Spring,Baik
232,2011-01-10,1,0,1,22.0,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Hari Kerja,2011,Spring,Baik
233,2011-01-10,1,0,1,23.0,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Hari Kerja,2011,Spring,Baik
234,2011-01-11,1,0,1,0.0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Hari Kerja,2011,Spring,Baik
235,2011-01-11,1,0,1,1.0,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Hari Kerja,2011,Spring,Baik
236,2011-01-11,1,0,1,2.0,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Hari Kerja,2011,Spring,Sedang
237,2011-01-11,1,0,1,5.0,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Hari Kerja,2011,Spring,Sedang
238,2011-01-11,1,0,1,6.0,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Hari Kerja,2011,Spring,Sedang
239,2011-01-11,1,0,1,7.0,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,Hari Kerja,2011,Spring,Sedang
240,2011-01-11,1,0,1,8.0,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Hari Kerja,2011,Spring,Sedang
241,2011-01-11,1,0,1,9.0,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Hari Kerja,2011,Spring,Sedang
242,2011-01-11,1,0,1,10.0,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Hari Kerja,2011,Spring,Sedang
243,2011-01-11,1,0,1,11.0,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Hari Kerja,2011,Spring,Sedang
244,2011-01-11,1,0,1,12.0,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Hari Kerja,2011,Spring,Sedang
245,2011-01-11,1,0,1,13.0,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Hari Kerja,2011,Spring,Sedang
246,2011-01-11,1,0,1,14.0,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Hari Kerja,2011,Spring,Sedang
247,2011-01-11,1,0,1,15.0,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Hari Kerja,2011,Spring,Sedang
248,2011-01-11,1,0,1,16.0,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Hari Kerja,2011,Spring,Sedang
249,2011-01-11,1,0,1,17.0,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Hari Kerja,2011,Spring,Sedang
250,2011-01-11,1,0,1,18.0,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Hari Kerja,2011,Spring,Sedikit Buruk
251,2011-01-11,1,0,1,19.0,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Hari Kerja,2011,Spring,Sedikit Buruk
252,2011-01-11,1,0,1,20.0,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Hari Kerja,2011,Spring,Sedikit Buruk
253,2011-01-11,1,0,1,21.0,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Hari Kerja,2011,Spring,Sedikit Buruk
254,2011-01-11,1,0,1,22.0,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Hari Kerja,2011,Spring,Sedikit Buruk
255,2011-01-11,1,0,1,23.0,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Hari Kerja,2011,Spring,Sedikit Buruk
256,2011-01-12,1,0,1,0.0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Hari Kerja,2011,Spring,Sedang
257,2011-01-12,1,0,1,1.0,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Hari Kerja,2011,Spring,Sedang
258,2011-01-12,1,0,1,2.0,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Hari Kerja,2011,Spring,Baik
259,2011-01-12,1,0,1,5.0,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Hari Kerja,2011,Spring,Baik
260,2011-01-12,1,0,1,6.0,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Hari Kerja,2011,Spring,Baik
261,2011-01-12,1,0,1,7.0,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Hari Kerja,2011,Spring,Baik
262,2011-01-12,1,0,1,8.0,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Hari Kerja,2011,Spring,Baik
263,2011-01-12,1,0,1,9.0,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Hari Kerja,2011,Spring,Baik
264,2011-01-12,1,0,1,10.0,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Hari Kerja,2011,Spring,Baik
265,2011-01-12,1,0,1,11.0,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Hari Kerja,2011,Spring,Baik
266,2011-01-12,1,0,1,12.0,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Hari Kerja,2011,Spring,Baik
267,2011-01-12,1,0,1,13.0,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Hari Kerja,2011,Spring,Baik
268,2011-01-12,1,0,1,14.0,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Hari Kerja,2011,Spring,Baik
269,2011-01-12,1,0,1,15.0,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Hari Kerja,2011,Spring,Baik
270,2011-01-12,1,0,1,16.0,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Hari Kerja,2011,Spring,Baik
271,2011-01-12,1,0,1,17.0,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Hari Kerja,2011,Spring,Baik
272,2011-01-12,1,0,1,18.0,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Hari Kerja,2011,Spring,Baik
273,2011-01-12,1,0,1,19.0,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Hari Kerja,2011,Spring,Baik
274,2011-01-12,1,0,1,20.0,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Hari Kerja,2011,Spring,Baik
275,2011-01-12,1,0,1,21.0,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Hari Kerja,2011,Spring,Baik
276,2011-01-12,1,0,1,22.0,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Hari Kerja,2011,Spring,Baik
277,2011-01-12,1,0,1,23.0,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Hari Kerja,2011,Spring,Baik
278,2011-01-13,1,0,1,0.0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Hari Kerja,2011,Spring,Baik
279,2011-01-13,1,0,1,1.0,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Hari Kerja,2011,Spring,Baik
280,2011-01-13,1,0,1,2.0,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Hari Kerja,2011,Spring,Baik
281,2011-01-13,1,0,1,3.0,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Hari Kerja,2011,Spring,Baik
282,2011-01-13,1,0,1,4.0,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Hari Kerja,2011,Spring,Baik
283,2011-01-13,1,0,1,5.0,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Hari Kerja,2011,Spring,Baik
284,2011-01-13,1,0,1,6.0,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Hari Kerja,2011,Spring,Baik
285,2011-01-13,1,0,1,7.0,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Hari Kerja,2011,Spring,Baik
286,2011-01-13,1,0,1,8.0,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Hari Kerja,2011,Spring,Baik
287,2011-01-13,1,0,1,9.0,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Hari Kerja,2011,Spring,Baik
288,2011-01-13,1,0,1,10.0,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Hari Kerja,2011,Spring,Sedang
289,2011-01-13,1,0,1,11.0,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Hari Kerja,2011,Spring,Sedang
290,2011-01-13,1,0,1,12.0,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Hari Kerja,2011,Spring,Baik
291,2011-01-13,1,0,1,13.0,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Hari Kerja,2011,Spring,Baik
292,2011-01-13,1,0,1,14.0,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Hari Kerja,2011,Spring,Baik
293,2011-01-13,1,0,1,15.0,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Hari Kerja,2011,Spring,Baik
294,2011-01-13,1,0,1,16.0,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Hari Kerja,2011,Spring,Baik
295,2011-01-13,1,0,1,17.0,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Hari Kerja,2011,Spring,Baik
296,2011-01-13,1,0,1,18.0,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Hari Kerja,2011,Spring,Baik
297,2011-01-13,1,0,1,19.0,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Hari Kerja,2011,Spring,Baik
298,2011-01-13,1,0,1,20.0,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Hari Kerja,2011,Spring,Baik
299,2011-01-13,1,0,1,21.0,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Hari Kerja,2011,Spring,Baik
300,2011-01-13,1,0,1,22.0,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Hari Kerja,2011,Spring,Baik
301,2011-01-13,1,0,1,23.0,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Hari Kerja,2011,Spring,Baik
302,2011-01-14,1,0,1,0.0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Hari Kerja,2011,Spring,Baik
303,2011-01-14,1,0,1,1.0,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Hari Kerja,2011,Spring,Baik
304,2011-01-14,1,0,1,2.0,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Hari Kerja,2011,Spring,Baik
305,2011-01-14,1,0,1,3.0,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Hari Kerja,2011,Spring,Baik
306,2011-01-14,1,0,1,5.0,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Hari Kerja,2011,Spring,Baik
307,2011-01-14,1,0,1,6.0,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,Hari Kerja,2011,Spring,Baik
308,2011-01-14,1,0,1,7.0,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Hari Kerja,2011,Spring,Baik
309,2011-01-14,1,0,1,8.0,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,Hari Kerja,2011,Spring,Baik
310,2011-01-14,1,0,1,9.0,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Hari Kerja,2011,Spring,Baik
311,2011-01-14,1,0,1,10.0,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Hari Kerja,2011,Spring,Baik
312,2011-01-14,1,0,1,11.0,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Hari Kerja,2011,Spring,Baik
313,2011-01-14,1,0,1,12.0,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Hari Kerja,2011,Spring,Baik
314,2011-01-14,1,0,1,13.0,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Hari Kerja,2011,Spring,Baik
315,2011-01-14,1,0,1,14.0,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Hari Kerja,2011,Spring,Baik
316,2011-01-14,1,0,1,15.0,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Hari Kerja,2011,Spring,Baik
317,2011-01-14,1,0,1,16.0,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Hari Kerja,2011,Spring,Baik
318,2011-01-14,1,0,1,17.0,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Hari Kerja,2011,Spring,Baik
319,2011-01-14,1,0,1,18.0,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,Hari Kerja,2011,Spring,Baik
320,2011-01-14,1,0,1,19.0,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Hari Kerja,2011,Spring,Baik
321,2011-01-14,1,0,1,20.0,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,Hari Kerja,2011,Spring,Baik
322,2011-01-14,1,0,1,21.0,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,Hari Kerja,2011,Spring,Baik
323,2011-01-14,1,0,1,22.0,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,Hari Kerja,2011,Spring,Sedang
324,2011-01-14,1,0,1,23.0,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,Hari Kerja,2011,Spring,Sedang
325,2011-01-15,1,0,1,0.0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,Hari Libur,2011,Spring,Baik
326,2011-01-15,1,0,1,1.0,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,Hari Libur,2011,Spring,Sedang
327,2011-01-15,1,0,1,2.0,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,Hari Libur,2011,Spring,Sedang
328,2011-01-15,1,0,1,3.0,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,Hari Libur,2011,Spring,Sedang
329,2011-01-15,1,0,1,4.0,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,Hari Libur,2011,Spring,Sedang
330,2011-01-15,1,0,1,5.0,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,Hari Libur,2011,Spring,Baik
331,2011-01-15,1,0,1,6.0,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,Hari Libur,2011,Spring,Baik
332,2011-01-15,1,0,1,7.0,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,Hari Libur,2011,Spring,Baik
333,2011-01-15,1,0,1,8.0,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,Hari Libur,2011,Spring,Baik
334,2011-01-15,1,0,1,9.0,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,Hari Libur,2011,Spring,Baik
335,2011-01-15,1,0,1,10.0,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,Hari Libur,2011,Spring,Baik
336,2011-01-15,1,0,1,11.0,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,Hari Libur,2011,Spring,Baik
337,2011-01-15,1,0,1,12.0,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,Hari Libur,2011,Spring,Baik
338,2011-01-15,1,0,1,13.0,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,Hari Libur,2011,Spring,Baik
339,2011-01-15,1,0,1,14.0,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,Hari Libur,2011,Spring,Baik
340,2011-01-15,1,0,1,15.0,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,Hari Libur,2011,Spring,Sedang
341,2011-01-15,1,0,1,16.0,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,Hari Libur,2011,Spring,Sedang
342,2011-01-15,1,0,1,17.0,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,Hari Libur,2011,Spring,Sedang
343,2011-01-15,1,0,1,18.0,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,Hari Libur,2011,Spring,Sedang
344,2011-01-15,1,0,1,19.0,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,Hari Libur,2011,Spring,Sedang
345,2011-01-15,1,0,1,20.0,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,Hari Libur,2011,Spring,Sedang
346,2011-01-15,1,0,1,21.0,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,Hari Libur,2011,Spring,Sedang
347,2011-01-15,1,0,1,22.0,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,Hari Libur,2011,Spring,Sedang
348,2011-01-15,1,0,1,23.0,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,Hari Libur,2011,Spring,Baik
349,2011-01-16,1,0,1,0.0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,Hari Libur,2011,Spring,Baik
350,2011-01-16,1,0,1,1.0,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,Hari Libur,2011,Spring,Baik
351,2011-01-16,1,0,1,2.0,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,Hari Libur,2011,Spring,Baik
352,2011-01-16,1,0,1,3.0,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,Hari Libur,2011,Spring,Baik
353,2011-01-16,1,0,1,4.0,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,Hari Libur,2011,Spring,Baik
354,2011-01-16,1,0,1,5.0,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,Hari Libur,2011,Spring,Sedang
355,2011-01-16,1,0,1,6.0,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,Hari Libur,2011,Spring,Sedang
356,2011-01-16,1,0,1,7.0,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,Hari Libur,2011,Spring,Sedang
357,2011-01-16,1,0,1,8.0,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,Hari Libur,2011,Spring,Baik
358,2011-01-16,1,0,1,9.0,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,Hari Libur,2011,Spring,Baik
359,2011-01-16,1,0,1,10.0,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,Hari Libur,2011,Spring,Baik
360,2011-01-16,1,0,1,11.0,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,Hari Libur,2011,Spring,Baik
361,2011-01-16,1,0,1,12.0,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,Hari Libur,2011,Spring,Baik
362,2011-01-16,1,0,1,13.0,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,Hari Libur,2011,Spring,Baik
363,2011-01-16,1,0,1,14.0,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,Hari Libur,2011,Spring,Baik
364,2011-01-16,1,0,1,15.0,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,Hari Libur,2011,Spring,Baik
365,2011-01-16,1,0,1,16.0,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,Hari Libur,2011,Spring,Baik
366,2011-01-16,1,0,1,17.0,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,Hari Libur,2011,Spring,Baik
367,2011-01-16,1,0,1,18.0,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,Hari Libur,2011,Spring,Baik
368,2011-01-16,1,0,1,19.0,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,Hari Libur,2011,Spring,Baik
369,2011-01-16,1,0,1,20.0,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,Hari Libur,2011,Spring,Baik
370,2011-01-16,1,0,1,21.0,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,Hari Libur,2011,Spring,Baik
371,2011-01-16,1,0,1,22.0,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,Hari Libur,2011,Spring,Sedang
372,2011-01-16,1,0,1,23.0,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,Hari Libur,2011,Spring,Sedang
373,2011-01-17,1,0,1,0.0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,Hari Libur,2011,Spring,Sedang
374,2011-01-17,1,0,1,1.0,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,Hari Libur,2011,Spring,Sedang
375,2011-01-17,1,0,1,2.0,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,Hari Libur,2011,Spring,Sedang
376,2011-01-17,1,0,1,3.0,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,Hari Libur,2011,Spring,Sedang
377,2011-01-17,1,0,1,4.0,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,Hari Libur,2011,Spring,Sedang
378,2011-01-17,1,0,1,5.0,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,Hari Libur,2011,Spring,Sedang
379,2011-01-17,1,0,1,6.0,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,Hari Libur,2011,Spring,Sedang
380,2011-01-17,1,0,1,7.0,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,Hari Libur,2011,Spring,Sedang
381,2011-01-17,1,0,1,8.0,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,Hari Libur,2011,Spring,Sedang
382,2011-01-17,1,0,1,9.0,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,Hari Libur,2011,Spring,Sedang
383,2011-01-17,1,0,1,10.0,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,Hari Libur,2011,Spring,Sedang
384,2011-01-17,1,0,1,11.0,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,Hari Libur,2011,Spring,Sedang
385,2011-01-17,1,0,1,12.0,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,Hari Libur,2011,Spring,Sedang
386,2011-01-17,1,0,1,13.0,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,Hari Libur,2011,Spring,Sedang
387,2011-01-17,1,0,1,14.0,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,Hari Libur,2011,Spring,Sedang
388,2011-01-17,1,0,1,15.0,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,Hari Libur,2011,Spring,Sedang
389,2011-01-17,1,0,1,16.0,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,Hari Libur,2011,Spring,Sedang
390,2011-01-17,1,0,1,17.0,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,Hari Libur,2011,Spring,Baik
391,2011-01-17,1,0,1,18.0,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,Hari Libur,2011,Spring,Sedang
392,2011-01-17,1,0,1,19.0,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,Hari Libur,2011,Spring,Sedikit Buruk
393,2011-01-17,1,0,1,20.0,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,Hari Libur,2011,Spring,Sedikit Buruk
394,2011-01-17,1,0,1,21.0,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,Hari Libur,2011,Spring,Sedikit Buruk
395,2011-01-17,1,0,1,22.0,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,Hari Libur,2011,Spring,Sedikit Buruk
396,2011-01-17,1,0,1,23.0,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,Hari Libur,2011,Spring,Sedikit Buruk
397,2011-01-18,1,0,1,12.0,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,Hari Kerja,2011,Spring,Sedang
